cust_ucv_id,src_frst_trns_dt,last_trns_dt,banner_desc,sale_chnl_desc,SRC_BC_node,banner_order,banner_desc_tgt,sale_chnl_desc_tgt,TGT_BC_node,tgt_frst_trns_dt,trans_tgt_days,trans_desc,bc_path,vertical_depth,link_src,link_tgt,banner_path,banner_depth
-1000009380551119999,2025-06-08,2025-08-10,SAMS,BRICK,SAMS BRICK,2,,,STAYED,,,,SAMS OD > SAMS BRICK,2,SAMS BRICK_2,STAYED_3,SAMS,1
-1000009380551119999,2025-05-31,2025-05-31,SAMS,OD,SAMS OD,1,SAMS,BRICK,SAMS BRICK,2025-06-08,8,1 --> 2,SAMS OD,2,SAMS OD_1,SAMS BRICK_2,SAMS,1
-1000009481502892538,2022-11-18,2024-05-24,W2,BRICK,W2 BRICK,2,,,STAYED,,,,B3 BRICK > W2 BRICK,2,W2 BRICK_2,STAYED_3,B3 > W2,2
-1000009481502892538,2022-04-11,2025-07-31,B3,BRICK,B3 BRICK,1,W2,BRICK,W2 BRICK,2022-11-18,221,1 --> 2,B3 BRICK,2,B3 BRICK_1,W2 BRICK_2,B3 > W2,2
-1000009628135444346,2024-08-02,2025-05-26,W2,BRICK,W2 BRICK,1,B3,BRICK,B3 BRICK,2025-03-27,237,1 --> 2,W2 BRICK,2,W2 BRICK_1,B3 BRICK_2,W2 > B3,2
-1000009628135444346,2025-03-27,2025-07-29,B3,BRICK,B3 BRICK,2,,,STAYED,,,,W2 BRICK > B3 BRICK,2,B3 BRICK_2,STAYED_3,W2 > B3,2
-1000009673161407674,2024-10-05,2024-10-05,B3,BRICK,B3 BRICK,1,,,STAYED,,,,B3 BRICK,1,B3 BRICK_1,STAYED_2,B3,1
-1000010298819334523,2025-02-22,2025-02-22,CASHI,CASHI,CASHI,2,,,STAYED,,,,B3 BRICK > CASHI,2,CASHI_2,STAYED_3,B3 > CASHI,2
-1000010298819334523,2025-02-22,2025-02-22,B3,BRICK,B3 BRICK,1,CASHI,CASHI,CASHI,2025-02-22,0,1 --> 2,B3 BRICK,2,B3 BRICK_1,CASHI_2,B3 > CASHI,2
-1000010384353550714,2024-12-31,2024-12-31,B3,BRICK,B3 BRICK,1,,,STAYED,,,,B3 BRICK,1,B3 BRICK_1,STAYED_2,B3,1
-1000010442093260346,2024-06-10,2025-01-31,W2,BRICK,W2 BRICK,1,B3,BRICK,B3 BRICK,2024-09-30,112,1 --> 2,W2 BRICK,2,W2 BRICK_1,B3 BRICK_2,W2 > B3,2
-1000010442093260346,2024-09-30,2025-04-30,B3,BRICK,B3 BRICK,2,,,STAYED,,,,W2 BRICK > B3 BRICK,2,B3 BRICK_2,STAYED_3,W2 > B3,2
-1000010612337932986,2025-03-15,2025-06-23,B3,BRICK,B3 BRICK,2,,,STAYED,,,,W2 BRICK > B3 BRICK,2,B3 BRICK_2,STAYED_3,W2 > B3,2
-1000010612337932986,2024-11-10,2024-11-10,W2,BRICK,W2 BRICK,1,B3,BRICK,B3 BRICK,2025-03-15,125,1 --> 2,W2 BRICK,2,W2 BRICK_1,B3 BRICK_2,W2 > B3,2
-1000010727647072570,2024-08-02,2025-06-01,B3,BRICK,B3 BRICK,1,W2,BRICK,W2 BRICK,2025-05-29,300,1 --> 2,B3 BRICK,2,B3 BRICK_1,W2 BRICK_2,B3 > W2,2
-1000010727647072570,2025-05-29,2025-05-29,W2,BRICK,W2 BRICK,2,,,STAYED,,,,B3 BRICK > W2 BRICK,2,W2 BRICK_2,STAYED_3,B3 > W2,2
-1000010747342176698,2024-06-14,2025-08-13,W2,BRICK,W2 BRICK,1,B3,BRICK,B3 BRICK,2024-09-05,83,1 --> 2,W2 BRICK,2,W2 BRICK_1,B3 BRICK_2,W2 > B3,2
-1000010747342176698,2024-09-05,2025-07-30,B3,BRICK,B3 BRICK,2,,,STAYED,,,,W2 BRICK > B3 BRICK,2,B3 BRICK_2,STAYED_3,W2 > B3,2
-1000011711849561210,2024-11-10,2024-11-10,B3,BRICK,B3 BRICK,1,,,STAYED,,,,B3 BRICK,1,B3 BRICK_1,STAYED_2,B3,1
-1000011741287546490,2024-11-26,2025-03-07,W2,BRICK,W2 BRICK,1,B3,BRICK,B3 BRICK,2024-11-29,3,1 --> 2,W2 BRICK,2,W2 BRICK_1,B3 BRICK_2,W2 > B3,2
-1000011741287546490,2024-11-29,2025-05-21,B3,BRICK,B3 BRICK,2,,,STAYED,,,,W2 BRICK > B3 BRICK,2,B3 BRICK_2,STAYED_3,W2 > B3,2
-1000011923989727739,2024-01-06,2024-01-06,CASHI,CASHI,CASHI,1,W2,BRICK,W2 BRICK,2024-01-06,0,1 --> 2,CASHI,2,CASHI_1,W2 BRICK_2,CASHI > W2,2
-1000011923989727739,2024-01-06,2024-01-06,W2,BRICK,W2 BRICK,2,,,STAYED,,,,CASHI > W2 BRICK,2,W2 BRICK_2,STAYED_3,CASHI > W2,2
-1000012217678962171,2025-06-26,2025-06-26,B3,BRICK,B3 BRICK,2,,,STAYED,,,,CASHI > B3 BRICK,2,B3 BRICK_2,STAYED_3,CASHI > B3,2
-1000012217678962171,2025-06-26,2025-06-26,CASHI,CASHI,CASHI,1,B3,BRICK,B3 BRICK,2025-06-26,0,1 --> 2,CASHI,2,CASHI_1,B3 BRICK_2,CASHI > B3,2
-10000123483388603,2025-07-30,2025-07-30,W2,BRICK,W2 BRICK,2,,,STAYED,,,,CASHI > W2 BRICK,2,W2 BRICK_2,STAYED_3,CASHI > W2,2
-10000123483388603,2025-07-30,2025-07-30,CASHI,CASHI,CASHI,1,W2,BRICK,W2 BRICK,2025-07-30,0,1 --> 2,CASHI,2,CASHI_1,W2 BRICK_2,CASHI > W2,2
-1000012433015939323,2024-11-07,2024-11-07,CASHI,CASHI,CASHI,1,W2,BRICK,W2 BRICK,2024-11-07,0,1 --> 2,CASHI,2,CASHI_1,W2 BRICK_2,CASHI > W2,2
-1000012433015939323,2024-11-07,2024-11-07,W2,BRICK,W2 BRICK,2,,,STAYED,,,,CASHI > W2 BRICK,2,W2 BRICK_2,STAYED_3,CASHI > W2,2
-1000012571234889466,2024-08-23,2025-08-08,B3,BRICK,B3 BRICK,1,,,STAYED,,,,B3 BRICK,1,B3 BRICK_1,STAYED_2,B3,1
-1000012583376807162,2024-12-31,2025-04-27,B3,BRICK,B3 BRICK,1,,,STAYED,,,,B3 BRICK,1,B3 BRICK_1,STAYED_2,B3,1
-1000012780037777146,2022-05-11,2025-07-19,W2,BRICK,W2 BRICK,1,,,STAYED,,,,W2 BRICK,1,W2 BRICK_1,STAYED_2,W2,1
-1000012798157359290,2025-03-11,2025-03-11,B3,BRICK,B3 BRICK,1,,,STAYED,,,,B3 BRICK,1,B3 BRICK_1,STAYED_2,B3,1
-1000012807213510975,2022-10-19,2025-07-31,SAMS,BRICK,SAMS BRICK,1,,,STAYED,,,,SAMS BRICK,1,SAMS BRICK_1,STAYED_2,SAMS,1
-1000012837074341244,2025-04-23,2025-06-06,W2,OD,W2 OD,1,,,STAYED,,,,W2 OD,1,W2 OD_1,STAYED_2,W2,1
-1000012840799174714,2024-11-26,2024-11-26,B3,BRICK,B3 BRICK,1,W2,BRICK,W2 BRICK,2025-07-29,245,1 --> 2,B3 BRICK,2,B3 BRICK_1,W2 BRICK_2,B3 > W2,2
-1000012840799174714,2025-07-29,2025-07-29,W2,BRICK,W2 BRICK,2,,,STAYED,,,,B3 BRICK > W2 BRICK,2,W2 BRICK_2,STAYED_3,B3 > W2,2
-1000012946365433082,2024-06-14,2024-09-29,B3,BRICK,B3 BRICK,1,W2,BRICK,W2 BRICK,2025-02-20,251,1 --> 2,B3 BRICK,2,B3 BRICK_1,W2 BRICK_2,B3 > W2,2
-1000012946365433082,2025-02-20,2025-02-20,W2,BRICK,W2 BRICK,2,,,STAYED,,,,B3 BRICK > W2 BRICK,2,W2 BRICK_2,STAYED_3,B3 > W2,2
-1000013168291292479,2021-02-07,2025-08-03,SAMS,BRICK,SAMS BRICK,1,,,STAYED,,,,SAMS BRICK,1,SAMS BRICK_1,STAYED_2,SAMS,1
-1000013399706519292,2024-04-29,2024-04-29,W2,OD,W2 OD,1,,,STAYED,,,,W2 OD,1,W2 OD_1,STAYED_2,W2,1
-1000013495988845307,2025-07-01,2025-07-01,CASHI,CASHI,CASHI,1,B3,BRICK,B3 BRICK,2025-07-01,0,1 --> 2,CASHI,2,CASHI_1,B3 BRICK_2,B3 > CASHI,2
-1000013495988845307,2025-07-01,2025-07-01,B3,BRICK,B3 BRICK,2,,,STAYED,,,,CASHI > B3 BRICK,2,B3 BRICK_2,STAYED_3,B3 > CASHI,2
-1000013670746517690,2024-08-23,2024-08-23,W2,BRICK,W2 BRICK,1,B3,BRICK,B3 BRICK,2024-12-05,104,1 --> 2,W2 BRICK,2,W2 BRICK_1,B3 BRICK_2,W2 > B3,2
-1000013670746517690,2024-12-05,2024-12-05,B3,BRICK,B3 BRICK,2,,,STAYED,,,,W2 BRICK > B3 BRICK,2,B3 BRICK_2,STAYED_3,W2 > B3,2
-1000013682888435322,2024-12-31,2024-12-31,B3,BRICK,B3 BRICK,1,,,STAYED,,,,B3 BRICK,1,B3 BRICK_1,STAYED_2,B3,1
-1000013740628145018,2024-06-10,2024-10-05,B3,BRICK,B3 BRICK,1,W2,BRICK,W2 BRICK,2024-09-11,93,1 --> 2,B3 BRICK,2,B3 BRICK_1,W2 BRICK_2,B3 > W2,2
-1000013740628145018,2024-09-11,2025-08-06,W2,BRICK,W2 BRICK,2,,,STAYED,,,,B3 BRICK > W2 BRICK,2,W2 BRICK_2,STAYED_3,B3 > W2,2
-1000013879549405370,2022-04-11,2024-02-21,B3,BRICK,B3 BRICK,1,,,STAYED,,,,B3 BRICK,1,B3 BRICK_1,STAYED_2,B3,1
-1000013910872817594,2024-11-10,2024-11-10,B3,BRICK,B3 BRICK,1,,,STAYED,,,,B3 BRICK,1,B3 BRICK_1,STAYED_2,B3,1
-1000013940310802938,2024-11-26,2024-11-26,B3,BRICK,B3 BRICK,1,,,STAYED,,,,B3 BRICK,1,B3 BRICK_1,STAYED_2,B3,1
-10000141961180026,2024-07-23,2024-08-25,B3,BRICK,B3 BRICK,1,,,STAYED,,,,B3 BRICK,1,B3 BRICK_1,STAYED_2,B3,1
-1000014770258145914,2024-08-23,2025-08-11,B3,BRICK,B3 BRICK,1,W2,BRICK,W2 BRICK,2024-10-14,52,1 --> 2,B3 BRICK,2,B3 BRICK_1,W2 BRICK_2,B3 > W2,2
-1000014770258145914,2024-10-14,2024-10-15,W2,BRICK,W2 BRICK,2,,,STAYED,,,,B3 BRICK > W2 BRICK,2,W2 BRICK_2,STAYED_3,B3 > W2,2
-1000014840139773242,2024-06-25,2025-08-05,W2,BRICK,W2 BRICK,2,,,STAYED,,,,B3 BRICK > W2 BRICK,2,W2 BRICK_2,STAYED_3,B3 > W2,2
-1000014840139773242,2024-06-10,2025-07-21,B3,BRICK,B3 BRICK,1,W2,BRICK,W2 BRICK,2024-06-25,15,1 --> 2,B3 BRICK,2,B3 BRICK_1,W2 BRICK_2,B3 > W2,2
-1000014878760397563,2024-04-16,2024-04-16,CASHI,CASHI,CASHI,2,,,STAYED,,,,B3 BRICK > CASHI,2,CASHI_2,STAYED_3,B3 > CASHI,2
-1000014878760397563,2024-04-16,2024-04-16,B3,BRICK,B3 BRICK,1,CASHI,CASHI,CASHI,2024-04-16,0,1 --> 2,B3 BRICK,2,B3 BRICK_1,CASHI_2,B3 > CASHI,2
-1000015010384445818,2024-11-10,2025-08-02,B3,BRICK,B3 BRICK,1,,,STAYED,,,,B3 BRICK,1,B3 BRICK_1,STAYED_2,B3,1
-1000015145388689530,2024-06-14,2025-08-05,B3,BRICK,B3 BRICK,1,,,STAYED,,,,B3 BRICK,1,B3 BRICK_1,STAYED_2,B3,1
-1000015170719548730,2024-10-05,2024-10-05,B3,BRICK,B3 BRICK,1,,,STAYED,,,,B3 BRICK,1,B3 BRICK_1,STAYED_2,B3,1
-100001565783016635,2024-03-11,2024-03-11,CASHI,CASHI,CASHI,2,,,STAYED,,,,W2 BRICK > CASHI,2,CASHI_2,STAYED_3,W2 > CASHI,2
-100001565783016635,2024-03-11,2024-03-11,W2,BRICK,W2 BRICK,1,CASHI,CASHI,CASHI,2024-03-11,0,1 --> 2,W2 BRICK,2,W2 BRICK_1,CASHI_2,W2 > CASHI,2
-1000015869769774074,2024-08-23,2025-07-21,B3,BRICK,B3 BRICK,1,,,STAYED,,,,B3 BRICK,1,B3 BRICK_1,STAYED_2,B3,1
-1000015881911691770,2024-12-31,2025-03-16,B3,BRICK,B3 BRICK,1,W2,BRICK,W2 BRICK,2025-02-02,33,1 --> 2,B3 BRICK,2,B3 BRICK_1,W2 BRICK_2,B3 > W2,2
-1000015881911691770,2025-02-02,2025-07-03,W2,BRICK,W2 BRICK,2,,,STAYED,,,,B3 BRICK > W2 BRICK,2,W2 BRICK_2,STAYED_3,B3 > W2,2
-1000015907789608378,2025-04-05,2025-04-05,B3,BRICK,B3 BRICK,1,,,STAYED,,,,B3 BRICK,1,B3 BRICK_1,STAYED_2,B3,1
-1000016109896074042,2024-11-21,2025-06-13,B3,BRICK,B3 BRICK,2,,,STAYED,,,,W2 BRICK > B3 BRICK,2,B3 BRICK_2,STAYED_3,W2 > B3,2
-1000016109896074042,2024-11-10,2025-08-05,W2,BRICK,W2 BRICK,1,B3,BRICK,B3 BRICK,2024-11-21,11,1 --> 2,W2 BRICK,2,W2 BRICK_1,B3 BRICK_2,W2 > B3,2
-1000016139334059322,2024-11-26,2024-11-26,B3,BRICK,B3 BRICK,1,,,STAYED,,,,B3 BRICK,1,B3 BRICK_1,STAYED_2,B3,1
-1000016244900317754,2024-09-21,2025-07-29,W2,BRICK,W2 BRICK,2,,,STAYED,,,,B3 BRICK > W2 BRICK,2,W2 BRICK_2,STAYED_3,B3 > W2,2
-1000016244900317754,2024-06-14,2025-08-11,B3,BRICK,B3 BRICK,1,W2,BRICK,W2 BRICK,2024-09-21,99,1 --> 2,B3 BRICK,2,B3 BRICK_1,W2 BRICK_2,B3 > W2,2
-1000016270231176890,2024-10-05,2024-10-05,B3,BRICK,B3 BRICK,1,,,STAYED,,,,B3 BRICK,1,B3 BRICK_1,STAYED_2,B3,1
-100001633970911228,2022-11-30,2024-09-15,W2,OD,W2 OD,1,W2,BRICK,W2 BRICK,2024-06-23,571,1 --> 2,W2 OD,3,W2 OD_1,W2 BRICK_2,W2 > B3,2
-100001633970911228,2024-09-01,2025-08-06,B3,BRICK,B3 BRICK,3,,,STAYED,,,,W2 OD > W2 BRICK > B3 BRICK,3,B3 BRICK_3,STAYED_4,W2 > B3,2
-100001633970911228,2024-06-23,2024-09-15,W2,BRICK,W2 BRICK,2,B3,BRICK,B3 BRICK,2024-09-01,70,2 --> 3,W2 OD > W2 BRICK,3,W2 BRICK_2,B3 BRICK_3,W2 > B3,2
-100001641935862842,2025-02-01,2025-06-09,B3,BRICK,B3 BRICK,1,,,STAYED,,,,B3 BRICK,1,B3 BRICK_1,STAYED_2,B3,1
-1000016969281402298,2024-08-23,2025-07-31,B3,BRICK,B3 BRICK,1,,,STAYED,,,,B3 BRICK,1,B3 BRICK_1,STAYED_2,B3,1
-1000016981423319994,2024-12-31,2024-12-31,B3,BRICK,B3 BRICK,1,,,STAYED,,,,B3 BRICK,1,B3 BRICK_1,STAYED_2,B3,1
-1000017140288258815,2025-05-07,2025-06-22,SAMS,BRICK,SAMS BRICK,3,,,STAYED,,,,W2 BRICK > B3 BRICK > SAMS BRICK,3,SAMS BRICK_3,STAYED_4,W2 > B3 > SAMS,3
-1000017140288258815,2024-09-11,2025-08-07,B3,BRICK,B3 BRICK,2,SAMS,BRICK,SAMS BRICK,2025-05-07,238,2 --> 3,W2 BRICK > B3 BRICK,3,B3 BRICK_2,SAMS BRICK_3,W2 > B3 > SAMS,3
-1000017140288258815,2024-06-13,2024-06-13,W2,BRICK,W2 BRICK,1,B3,BRICK,B3 BRICK,2024-09-11,90,1 --> 2,W2 BRICK,3,W2 BRICK_1,B3 BRICK_2,W2 > B3 > SAMS,3
-1000017238845687546,2024-11-26,2025-03-29,B3,BRICK,B3 BRICK,1,,,STAYED,,,,B3 BRICK,1,B3 BRICK_1,STAYED_2,B3,1
-1000017728075077628,2024-06-06,2025-08-03,B3,BRICK,B3 BRICK,1,,,STAYED,,,,B3 BRICK,1,B3 BRICK_1,STAYED_2,B3,1
-100001791304414463,2024-07-13,2025-03-05,SAMS,BRICK,SAMS BRICK,1,W2,OD,W2 OD,2025-01-30,201,1 --> 2,SAMS BRICK,2,SAMS BRICK_1,W2 OD_2,SAMS > W2,2
-100001791304414463,2025-01-30,2025-01-30,W2,OD,W2 OD,2,,,STAYED,,,,SAMS BRICK > W2 OD,2,W2 OD_2,STAYED_3,SAMS > W2,2
-1000018000498544506,2024-10-07,2024-12-30,B3,BRICK,B3 BRICK,1,,,STAYED,,,,B3 BRICK,1,B3 BRICK_1,STAYED_2,B3,1
-1000018068793030522,2024-08-23,2024-08-26,B3,BRICK,B3 BRICK,1,,,STAYED,,,,B3 BRICK,1,B3 BRICK_1,STAYED_2,B3,1
-100001828593432826,2024-12-24,2024-12-24,W2,BRICK,W2 BRICK,1,,,STAYED,,,,W2 BRICK,1,W2 BRICK_1,STAYED_2,W2,1
-1000018295715500346,2025-03-11,2025-03-11,B3,BRICK,B3 BRICK,1,,,STAYED,,,,B3 BRICK,1,B3 BRICK_1,STAYED_2,B3,1
-1000018308919330490,2024-11-10,2025-08-08,B3,BRICK,B3 BRICK,1,,,STAYED,,,,B3 BRICK,1,B3 BRICK_1,STAYED_2,B3,1
-1000018332112254202,2025-08-03,2025-08-03,B3,BRICK,B3 BRICK,1,,,STAYED,,,,B3 BRICK,1,B3 BRICK_1,STAYED_2,B3,1
-1000018338357315770,2024-11-26,2024-11-26,W2,BRICK,W2 BRICK,1,,,STAYED,,,,W2 BRICK,1,W2 BRICK_1,STAYED_2,W2,1
-1000018358090675836,2023-10-22,2024-11-16,B3,EA,B3 EA,1,,,STAYED,,,,B3 EA,1,B3 EA_1,STAYED_2,B3,1
-1000018443923574138,2024-12-22,2025-06-10,W2,BRICK,W2 BRICK,2,,,STAYED,,,,B3 BRICK > W2 BRICK,2,W2 BRICK_2,STAYED_3,B3 > W2,2
-1000018443923574138,2024-06-14,2025-07-28,B3,BRICK,B3 BRICK,1,W2,BRICK,W2 BRICK,2024-12-22,191,1 --> 2,B3 BRICK,2,B3 BRICK_1,W2 BRICK_2,B3 > W2,2
-1000019100010172666,2024-10-07,2025-07-27,W2,BRICK,W2 BRICK,1,,,STAYED,,,,W2 BRICK,1,W2 BRICK_1,STAYED_2,W2,1
-1000019168304658746,2025-01-11,2025-07-12,W2,BRICK,W2 BRICK,2,,,STAYED,,,,B3 BRICK > W2 BRICK,2,W2 BRICK_2,STAYED_3,B3 > W2,2
-1000019168304658746,2024-08-23,2025-08-09,B3,BRICK,B3 BRICK,1,W2,BRICK,W2 BRICK,2025-01-11,141,1 --> 2,B3 BRICK,2,B3 BRICK_1,W2 BRICK_2,B3 > W2,2
-1000019173195843515,2025-02-28,2025-02-28,B3,BRICK,B3 BRICK,2,,,STAYED,,,,CASHI > B3 BRICK,2,B3 BRICK_2,STAYED_3,B3 > CASHI,2
-1000019173195843515,2025-02-28,2025-02-28,CASHI,CASHI,CASHI,1,B3,BRICK,B3 BRICK,2025-02-28,0,1 --> 2,CASHI,2,CASHI_1,B3 BRICK_2,B3 > CASHI,2
-1000019408430958650,2024-11-10,2025-05-24,B3,BRICK,B3 BRICK,1,,,STAYED,,,,B3 BRICK,1,B3 BRICK_1,STAYED_2,B3,1
-1000019431623882426,2025-08-03,2025-08-05,B3,BRICK,B3 BRICK,1,,,STAYED,,,,B3 BRICK,1,B3 BRICK_1,STAYED_2,B3,1
-1000019437868943930,2024-11-27,2024-11-27,B3,BRICK,B3 BRICK,2,,,STAYED,,,,W2 BRICK > B3 BRICK,2,B3 BRICK_2,STAYED_3,W2 > B3,2
-1000019437868943930,2024-11-26,2025-08-10,W2,BRICK,W2 BRICK,1,B3,BRICK,B3 BRICK,2024-11-27,1,1 --> 2,W2 BRICK,2,W2 BRICK_1,B3 BRICK_2,W2 > B3,2
-100001952285000442,2024-12-30,2024-12-30,B3,BRICK,B3 BRICK,1,,,STAYED,,,,B3 BRICK,1,B3 BRICK_1,STAYED_2,B3,1
-1000019543435202362,2024-06-14,2025-06-23,B3,BRICK,B3 BRICK,1,W2,BRICK,W2 BRICK,2024-08-25,72,1 --> 2,B3 BRICK,2,B3 BRICK_1,W2 BRICK_2,B3 > W2,2
-1000019543435202362,2024-08-25,2025-06-05,W2,BRICK,W2 BRICK,2,,,STAYED,,,,B3 BRICK > W2 BRICK,2,W2 BRICK_2,STAYED_3,B3 > W2,2
-1000020199521800890,2024-10-07,2025-03-23,B3,BRICK,B3 BRICK,1,,,STAYED,,,,B3 BRICK,1,B3 BRICK_1,STAYED_2,B3,1
-100002023850824506,2024-11-01,2024-11-01,B3,BRICK,B3 BRICK,1,,,STAYED,,,,B3 BRICK,1,B3 BRICK_1,STAYED_2,B3,1
-1000020267816286906,2024-08-23,2024-12-31,B3,BRICK,B3 BRICK,1,,,STAYED,,,,B3 BRICK,1,B3 BRICK_1,STAYED_2,B3,1
-1000020494738756794,2025-03-11,2025-03-11,B3,BRICK,B3 BRICK,1,,,STAYED,,,,B3 BRICK,1,B3 BRICK_1,STAYED_2,B3,1
-1000020507942586874,2024-11-10,2025-04-03,W2,BRICK,W2 BRICK,1,,,STAYED,,,,W2 BRICK,1,W2 BRICK_1,STAYED_2,W2,1
-1000020642946830586,2024-07-11,2025-02-10,W2,BRICK,W2 BRICK,2,,,STAYED,,,,B3 BRICK > W2 BRICK,2,W2 BRICK_2,STAYED_3,B3 > W2,2
-1000020642946830586,2024-06-14,2024-11-20,B3,BRICK,B3 BRICK,1,W2,BRICK,W2 BRICK,2024-07-11,27,1 --> 2,B3 BRICK,2,B3 BRICK_1,W2 BRICK_2,B3 > W2,2
-100002094394231930,2025-07-06,2025-07-06,B3,BRICK,B3 BRICK,1,,,STAYED,,,,B3 BRICK,1,B3 BRICK_1,STAYED_2,B3,1
-1000021012509918778,2024-10-18,2025-08-13,B3,BRICK,B3 BRICK,1,,,STAYED,,,,B3 BRICK,1,B3 BRICK_1,STAYED_2,B3,1
-1000021299033429114,2024-10-07,2025-07-30,W2,BRICK,W2 BRICK,1,,,STAYED,,,,W2 BRICK,1,W2 BRICK_1,STAYED_2,W2,1
-1000021391028410684,2024-08-29,2024-08-29,W2,OD,W2 OD,1,,,STAYED,,,,W2 OD,1,W2 OD_1,STAYED_2,W2,1
-1000021594250384954,2025-03-11,2025-03-11,B3,BRICK,B3 BRICK,1,,,STAYED,,,,B3 BRICK,1,B3 BRICK_1,STAYED_2,B3,1
-100002161908712570,2025-05-10,2025-05-10,W2,BRICK,W2 BRICK,1,,,STAYED,,,,W2 BRICK,1,W2 BRICK_1,STAYED_2,W2,1
-1000021630647138810,2025-08-03,2025-08-03,W2,BRICK,W2 BRICK,1,,,STAYED,,,,W2 BRICK,1,W2 BRICK_1,STAYED_2,W2,1
-1000022024749477050,2024-11-03,2025-08-10,B3,BRICK,B3 BRICK,1,,,STAYED,,,,B3 BRICK,1,B3 BRICK_1,STAYED_2,B3,1
-1000022112021546938,2024-10-18,2024-10-18,B3,BRICK,B3 BRICK,1,,,STAYED,,,,B3 BRICK,1,B3 BRICK_1,STAYED_2,B3,1
-1000022398545057338,2024-10-07,2024-10-07,W2,BRICK,W2 BRICK,1,,,STAYED,,,,W2 BRICK,1,W2 BRICK_1,STAYED_2,W2,1
-1000022693762013178,2025-03-11,2025-04-14,B3,BRICK,B3 BRICK,1,,,STAYED,,,,B3 BRICK,1,B3 BRICK_1,STAYED_2,B3,1
-1000022730158767034,2025-08-03,2025-08-03,B3,BRICK,B3 BRICK,1,,,STAYED,,,,B3 BRICK,1,B3 BRICK_1,STAYED_2,B3,1
-1000022857944078331,2024-11-17,2024-11-17,B3,BRICK,B3 BRICK,1,CASHI,CASHI,CASHI,2024-11-17,0,1 --> 2,B3 BRICK,2,B3 BRICK_1,CASHI_2,CASHI > B3,2
-1000022857944078331,2024-11-17,2024-11-17,CASHI,CASHI,CASHI,2,,,STAYED,,,,B3 BRICK > CASHI,2,CASHI_2,STAYED_3,CASHI > B3,2
-1000023177213822655,2022-08-24,2025-07-16,SAMS,BRICK,SAMS BRICK,1,,,STAYED,,,,SAMS BRICK,1,SAMS BRICK_1,STAYED_2,SAMS,1
-1000023498056685562,2024-10-07,2024-10-07,W2,BRICK,W2 BRICK,1,,,STAYED,,,,W2 BRICK,1,W2 BRICK_1,STAYED_2,W2,1
-1000023598570722043,2024-05-15,2025-04-27,W2,BRICK,W2 BRICK,3,,,STAYED,,,,B3 BRICK > CASHI > W2 BRICK,3,W2 BRICK_3,STAYED_4,CASHI > B3 > W2,3
-1000023598570722043,2024-05-02,2025-07-26,B3,BRICK,B3 BRICK,1,CASHI,CASHI,CASHI,2024-05-02,0,1 --> 2,B3 BRICK,3,B3 BRICK_1,CASHI_2,CASHI > B3 > W2,3
-1000023598570722043,2024-05-02,2025-07-26,CASHI,CASHI,CASHI,2,W2,BRICK,W2 BRICK,2024-05-15,13,2 --> 3,B3 BRICK > CASHI,3,CASHI_2,W2 BRICK_3,CASHI > B3 > W2,3
-1000023745341722362,2025-02-03,2025-02-03,B3,BRICK,B3 BRICK,1,,,STAYED,,,,B3 BRICK,1,B3 BRICK_1,STAYED_2,B3,1
-1000023829670395258,2025-08-03,2025-08-07,W2,BRICK,W2 BRICK,1,,,STAYED,,,,W2 BRICK,1,W2 BRICK_1,STAYED_2,W2,1
-1000023830637478331,2024-03-12,2024-03-12,B3,BRICK,B3 BRICK,1,CASHI,CASHI,CASHI,2024-03-12,0,1 --> 2,B3 BRICK,2,B3 BRICK_1,CASHI_2,CASHI > B3,2
-1000023830637478331,2024-03-12,2024-03-12,CASHI,CASHI,CASHI,2,,,STAYED,,,,B3 BRICK > CASHI,2,CASHI_2,STAYED_3,CASHI > B3,2
-100002405012878202,2025-03-07,2025-05-02,W2,BRICK,W2 BRICK,2,,,STAYED,,,,B3 BRICK > W2 BRICK,2,W2 BRICK_2,STAYED_3,B3 > W2,2
-100002405012878202,2024-06-12,2025-07-28,B3,BRICK,B3 BRICK,1,W2,BRICK,W2 BRICK,2025-03-07,268,1 --> 2,B3 BRICK,2,B3 BRICK_1,W2 BRICK_2,B3 > W2,2
-1000024597568313722,2024-10-07,2024-11-15,B3,BRICK,B3 BRICK,1,,,STAYED,,,,B3 BRICK,1,B3 BRICK_1,STAYED_2,B3,1
-1000024703882634042,2025-07-31,2025-07-31,B3,BRICK,B3 BRICK,1,,,STAYED,,,,B3 BRICK,1,B3 BRICK_1,STAYED_2,B3,1
-1000024844853350586,2025-02-03,2025-02-03,B3,BRICK,B3 BRICK,1,,,STAYED,,,,B3 BRICK,1,B3 BRICK_1,STAYED_2,B3,1
-1000024892785269626,2025-03-11,2025-03-11,W2,BRICK,W2 BRICK,1,,,STAYED,,,,W2 BRICK,1,W2 BRICK_1,STAYED_2,W2,1
-1000024929182023482,2025-08-03,2025-08-03,B3,BRICK,B3 BRICK,1,,,STAYED,,,,B3 BRICK,1,B3 BRICK_1,STAYED_2,B3,1
-1000025697079941946,2024-10-07,2024-10-21,B3,BRICK,B3 BRICK,1,,,STAYED,,,,B3 BRICK,1,B3 BRICK_1,STAYED_2,B3,1
-1000025803394262266,2025-05-24,2025-05-24,B3,BRICK,B3 BRICK,2,,,STAYED,,,,W2 BRICK > B3 BRICK,2,B3 BRICK_2,STAYED_3,W2 > B3,2
